short_question,short_answer
홍차를 왜 영어로 black tea라고 부를까?,영어권에서 홍차는 찻잎이 검다는 특징으로 '블랙티(Black Tea)'로 불립니다. 이 역사적 배경은 네덜란드 동인도회사에서 찻잎이 태양열을 받아 검게 변한 것을 본 후 'Black Tea'라고 부르게 되어 유럽에서 널리 퍼지게 되었습니다.
"예금과 적금의 차이는 무엇이죠? 그리고 3, 4개월 정도의 예금 또는 적금 상품은 없는 건가요?","예금은 한 번에 돈을 예치하는 반면 적금은 월 적정 금액을 일정 기간 동안 쌓아가는 것이에요. 3, 4개월 예금 또는 적금 상품은 드물며 대부분이 6개월 이상의 예치 기간을 요구합니다. 3, 4개월 단기 예금을 찾는다면 증권사나 종금사의 CMA 계좌를 고려해보세요."
'껍데기'와 '껍질'의 차이점이 궁금해.,"'껍데기'는 단단한 물질을 말하며 '게껍데기', '조개껍데기'가 대표적이고, '껍질'은 과일이나 곡식 등의 딱딱하지 않은 외피를 말해 '사과 껍질', '호랑이껍질'이 대표적이야. 해서 둘은 의미와 대상이 다르니 헷갈리지 않도록 주의해야 해."
신발은 어떻게 변화해왔나요?,"고대 이집트, 그리스, 로마 시대의 샌달 모양 신발에서 출발해 십자군 운동 이후 구두가 인기를 얻고, 이탈리아에서 하이힐이 등장했어. 유럽 농민들은 나무나막신을 신었고, 산업혁명 이후 가죽으로 대량 생산되었어."
호수에서 파도가 치는 조건과 카스피해와 같은 호수에서 파도가 발생하는 이유가 무엇인가요?,"호수 파도는 바다와 유사하게 크기와 지속적인 바람이 필요하며, 조석 현상과 바람이 파도 발생의 이유입니다. 수심의 차이로 파도의 전파속도가 영향을 받고, 보강간섭으로 파도가 커집니다. 땅에서 파도는 진폭이 한계에 이르면 파도가 부서지지 않고 발생합니다."
그리스나 포르트갈이 IMF가 아닌 유럽 연합 회원국에 도움을 요청한 이유가 뭔가요?,"현재 유럽 연합의 구조상 도움을 받는 것이 보다 유리하기 때문입니다. 유럽 연합 회원국은 서로 경제 위기 시 상호 지원을 약속하고 있어, IMF에 비해 유리한 지원 조건을 얻을 수 있습니다. 또한, 유로 화폐가 사용되고 있어 유럽 연합 회원국끼리의 협력이 강조됩니다. IMF는 미국 중심이어서 불리한 조건 요구 가능성이 있기 때문에 유럽 연합 회원국에서 도움을 요청하게 된 것입니다."
옷장 속 옷이 왜 누렇게 변할까요? 특히 왜 흰 티셔츠는 쉽게 변색될까요? 내 옷만 그런 걸까요?,"오랫동안 보관된 옷은 세제나 땀 등이 남아 변색될 수 있습니다. 특히 흰 티셔츠는 변색이 뚜렷해요. 이를 방지하기 위해 자주 빨아 표백하고, 누렇게 변한 부분은 샴푸나 면도크림으로 세척해야 해요. 옷 종류마다 보관 방법도 중요하니 유의해야 해요."
가짜배고픔이 왜 느껴질까?,"수분을 충분히 섭취해도 가짜배고픔을 느끼는 이유는 뇌의 호르몬 조절에 따라 다를 수 있어. 일시적인 스트레스, 피로, 호르몬 불균형 등으로 인해 발생할 수 있어. 수분 섭취 부족으로 뇌가 잘못된 배고픔 신호를 보내기도 해. 올바른 방법으로 가짜배고픔을 억제해보고, 계속 느낀다면 전문의 조언 받는 것이 좋아."
최근에 엎드려서 자고 일어나면 눈이 뿌옇고 초점이 안맞는데 왜 그런 건가요?,"취침 시 각막과 수정체가 눌려서 각막 뒤의 물체가 잠시 보이지 않게 됩니다. 몸이 지쳐있을 때 이 현상이 두드러질 수 있어요. 활동 후 쉬면 상태가 회복되므로, 만약 계속되면 안과 전문의를 찾아보세요."
왜 냉면 그릇의 크기가 크게 설계되어 있을까요?,"차가운 음식은 넓은 그릇을 사용하여 면을 펴기 적합하고 맛을 살리기 위함입니다. 냉면은 넓게 퍼져야 살얼음들과 마찰면이 넓어져 맛을 느낄 수 있고, 양이 많아 큰 그릇을 사용하며 데코레이션 용도로도 활용됩니다."
콜라 뚜껑을 따지 않으면 탄산 평생 유지할까? 탄산 보존성은 어떻게 달라지는지 설명 부탁드려요.,"콜라는 용기에 따라 탄산 보존성이 다르며, 금속 캔 > 유리병 > PET병 순으로 밀봉성이 우수합니다. 여름에는 탄산 가스가 빠져나가기 쉬우니 여름용과 겨울용의 탄산 함량을 조절합니다. 뚜껑을 열고 마시기 직전에 열어서 마시는 것이 가장 좋습니다."
왜 물은 캔으로 나오지 않고 페트병에 나오는 건가?,"물이 캔으로 나오지 않는 이유는 건강에 해로운 철캔과 부식이 일어날 수 있는 알루미늄캔으로 제조하기 어렵고 비용이 비싸기 때문이야. 반면, 페트병은 물을 담기에 적합하며 내부 압력을 잘 견디고 부식되지 않는 특성을 가지고 있어 사용되는거야."
제주도 여행 가려는데 어디 가볼만한 곳이 있을까요?,"제주도민으로서 제주 여행 코스 추천해줄게요. 권서부, 탑동, 권동, 중문관광단지, 섭지코지, 성산일출봉, 우도가 좋아요. 그 외 김녕사굴, 만장굴, 천지연폭포, 지금도깨비도로도 추천해요. 즐거운 여행 되세요!"
마술과 사기의 차이는 무엇인가?,"마술의 트릭은 놀라움과 재미를 주는 것이 목적이지만, 사기는 타인을 속여 이득을 취하거나 피해를 주는 것이다. 마술은 유머감각으로 인정되지만, 사기는 범죄로 취급된다. 이 둘은 엄격히 구분돼야 한다."
소시지의 종류와 기원에 대해 궁금해,"소시지의 어원은 라틴어 Salsicia로부터 유래되었으며 육가공품이란 고기를 가공해 만든 식품을 말합니다. 소시지는 오래전부터 호메로스의 시에 나오는데, 후랑크 소시지, 비엔나 소시지 등 다양한 종류가 있어요. 이외에도 베이컨은 돼지 삼겹살을 염지하고 훈연해서 만들어요."
광화문에 대해 알려줄래?,"광화문의 원래 이름은 사정문으로, 1425년 세종 때에 광화문으로 바뀌었어. 최초의 현판 제작자는 알려지지 않았지만, 대원군이 중건할 때 현판을 만든 사람은 정학교였어."
콘센트 구멍이 일자가 아니고 기울어져 있는 이유가 뭔가요?,콘센트 구멍이 기울어진 이유는 플러그의 모양 때문이에요. 예전에는 '-' 모양이었지만 요즘에는 다양한 모양이 생기면서 콘센트 구멍도 플러그에 맞게 바뀌었어. 이런식으로 큰 플러그가 다른 구멍을 막지 않게 하기 위해서 기울어진 모양으로 바뀌었어.
공룡 이름에 '사우르스'가 붙는 이유는 무엇인가요?,"원래는 '사우르스'가 도마뱀을 뜻하는 그리스어 'Sauria'에서 파생되었는데, Richard Owen이 'Dinosauria'라는 새로운 동물 분류군을 만들면서 공룡들에 이 용어를 부착하게 됐어. 그래서 공룡들의 명칭 뒤에 '사우르스'가 붙게 되었어."
제주도 여행을 가장 싸게 계획하는 방법이 뭐가 있을까?,"항공요금 대신 배를 이용하고, 야영지나 저렴한 게스트하우스를 활용하여 숙박비를 아끼며, 렌트카를 이용하여 대중교통 비용을 줄이는 것이 효율적이에요. 또한, 무료 관광지도 많으니 즐겨보세요."
'깜박'과 '깜빡'의 차이가 있을까? 둘 다 혼용 가능한가?,"'깜박'과 '깜빡'은 어감이 조금 다르지만 모두 표준어이며 혼용 가능해. '깜박'은 어두운 모양이 잠깐 밝아지거나, 눈이 감겼다 열리는 모양을 나타내고, 기억이 흐려지는 것을 의미해. '깜빡'은 '깜박'보다 더 세게 강조된 뉘앙스를 가지며, 동일한 뜻을 가지고 있어."
북한에서 왜 '의식주'를 '식의주'로 부르는 건가요?,"김일성이 식량난을 경험하면서 의식주를 '식의주'로 이름을 바꿨는데, 먹는 문제를 입는 문제보다 우선시했기 때문입니다. 이후 출판물과 문건에서 '의식주' 대신 '식의주'가 사용되었고, 먹는 문제의 중요성을 강조하는 의미를 담고 있습니다. 이렇게 바뀐 이름은 김일성의 먹는 문제에 대한 경각심을 반영하고 있습니다."
DSLT카메라와 DSLR의 차이점은 무엇인가요?,"DSLT카메라는 '반투명'미러를 사용해 항상 위상차 AF 센서가 작동해 오토포커스가 가능하고 흔들림 없는 사진을 찍을 수 있어요. 반면, DSLR은 미러가 올라가면 위상차 AF 센서가 작동하지 않아 라이브뷰 모드에서는 오토포커스가 불가능해요."
"'바봐 봐봐'와 '-안 돼!', '-안 되지요.', '-안 돼요.'는 어떤 의미를 갖고 있나요? 용도가 다를까요?","'바봐 봐봐'는 명령 형태로 무언가를 보도록 하는 표현이고, '-안 돼!', '-안 되지요.', '-안 돼요.'는 부정형으로 어떤 행동을 금지하는 표현이에요. 쓰임새에 따라 다르지만 모두 올바르게 사용되는 표현이야."
왜 계란을 세로로 깨는 것이 어렵고 안 되는 걸까?,"계란의 형태가 세로방향일 때 하중에 강하며, 힘이 분산되어 강한 저항력을 가지기 때문이에요. 계란은 아치형 구조로 일부분에 힘이 가해져도 깨지지 않지만 전체에 힘이 가해지면 견디게 됩니다. 실험결과에 따르면 5kg 하중을 가하더라도 일정 시간 후에야 깨지는 것으로 나타났어요."
왜 영화 자막은 항상 흰색인가요?,현재 영화 자막은 동판에 글씨를 새겨서 빛이 통과하는 방식으로 되어 있어 자막이 흰색으로 보여요. 자막의 색을 화면에 따라 바꾸는 것은 불가능하며 이 문제에 대한 해결책은 아직 없어요. 따라서 흰색을 사용하여 자막이 가장 잘 보이도록 설정돼 있어요.
예전에는 어떤 단위로 셈을 했을까요? 대칭성을 표현하는 방법은 무엇이었나요?,"인류가 처음으로 사용한 수는 1과 2였고, 돌이라는 단위를 사용해 크기를 정했어요. 대칭성은 사물의 모양을 좌우 대칭으로 만들거나 직선을 중심으로 대칭시켜 나타냈고, 직선 대칭과 원 대칭을 수학적으로 정의하고 계산하는 방법이 발전했어요."
"1kHz와 데시벨은 무슨 의미이고, 음악의 주파수 범위는 어떻게 되나요? 대형 마트에서 나오는 음악 주파수는 대략 어느 범위일까요? 음악이 과일 보관에 영향을 미친다는 말이 사실일까요?","1kHz와 데시벨은 소리의 높낮이와 크기를 나타내는 단위이고, 음악의 주파수는 보통 20Hz에서 20kHz 사이입니다. 대형 마트에서 나오는 음악은 이 범위 내에서 재생될 것이며, 과일 보관에 대한 음악의 효과에 대해 확실한 연구 결과는 없지만, 일부에서는 클래식 음악이 도움이 된다고 믿는다고 해."
왜 샌드백이라는 이름이 붙여졌을까? 샌드백 안에 모래를 채우지 않는 이유가 뭘까?,"옛날엔 모래로 가득 채워서 사용했기 때문에 'sandbag'이라는 이름이 지어졌어. 그러나 모래는 부상 위험이 크고 손목 부상을 유발할 수 있어. 그래서 1960년 이후엔 헝겊 조각, 가죽, 스치로폴 등으로 대체되었어. 이렇게 하는 이유는 부상을 최소화하기 위함이야."
동물성과 식물성 단백질 보충제를 어떻게 구분하나요?,"성분 분석표를 확인해 ISP, 소이프로틴, 대두분리단백이라고 적힌 경우 식물성이고, 유청, 밀크, 카세인 등이 적힌 경우 동물성 보충제입니다. 특정 단어가 없을 때는 제조사에 문의해야 합니다."
신용불량자가 뭐야? 등록하면 어떤 불이익이 있어?,신용불량자란 돈을 빌려 매기지 않거나 불법 행동을 한 사람들의 기록이야. 등록되면 돈을 빌리거나 카드를 못쓰고 현금밖에 못쓰는 불편함과 금융거래 제한을 겪게 돼. 결국 사회생활에도 불이익이 생길 수 있어.
왜 인디아나 존스1의 제목이 다른가요?,"주인공 이름을 사용한 영화 제목으로 변경한 것이다. 인디아나 존스1의 원래 제목은 레이더스였지만, 주인공이 인기를 얻으면서 둘째 편부터는 주인공 이름으로 변경되었다. 같은 전략이 람보 시리즈에도 적용되었다."
어떻게 보아가 일본에서 성공했을까?,"보아가 성공한 이유는 먼저, 일본 내 여가수의 강한 이미지 부재와 AVEX와의 대규모 홍보 계획, 그리고 보아의 어린 나이에도 불구하고 성숙한 이미지와 일본어 능력이 큰 역할을 했어. 또한, 한류 열풍에 힘입어 한류 팬들에게도 큰 인기를 얻었고, AVEX의 지원으로 큰 성장을 이루었어. 보아는 변화와 노력을 거듭하며 자신만의 스타일과 뛰어난 무대 퍼포먼스 등을 통해 일본에서도 큰 성공을 거뒀어."
캔의 밑부분이 둥근 이유가 뭔가요?,탄산음료나 맥주와 같은 음료는 압력에 맞게 디자인된 캔이 아니면 찌그러지거나 망가질 수 있어서 압력을 버틸 수 있도록 역학적으로 오목한 구조로 디자인됩니다. PET 병도 병을 세울 수 있게 오각뿔모양으로 디자인되어 있습니다.
북극의 백야현상과 계절의 이유는 무엇인가요?,"북극에서는 백야현상이 나타나며 해가 지평선 아래로 내려가지 않고 계속 떠 있어요. 이는 지구의 기울기에 따른 현상으로, 극지방에서는 계절 변화가 뚜렷하지 않아요. 백야현상은 5월부터 7월까지 발생하는데, 이는 해가 지평선 아래로 내려가지 않기 때문이에요. 따라서 북극에서는 겨울에 한파가 오거나 여름에 갑작스러운 폭염이 발생할 수 있어요."
민물생선의 흙내가 나는 이유가 뭔가요?,"민물생선의 흙내가는 지오스민이라는 미생물이 만드는 천연물질로 인해 발생합니다. 흙과 가까운 민물고기는 자연적으로 이 냄새에 노출되며, 물의 흐름이 좋지 않고 염분이 없는 환경에서 나타나는 특징이 있습니다. 특히 양념 맛이 진한 민물생선의 특유의 냄새는 레몬이나 식초로 제거할 수 있어."
드래곤볼 캐릭터들의 이름은 어디서 유래했어?,"마인부우와 바비디가튼의 이름은 영어권에서 쓰이는 주문에서 영감을 받았어. 비슷한 예로, 중국이나 일본의 문화에서 영감을 받은 케릭터들도 있어. 다양한 문화의 영향을 받아 나름의 독특한 이름을 가지고 있어."
마스카라가 지나가면 눈밑에 얼룩이 생기는 이유는 무엇인가요? 그 문제를 해결할 방법이 있나요?,"마스카라가 눈밑에 번지는 것은 피할 수 없는 현상 중 하나예요. 워터프루프 제품을 사용하거나 눈을 꼭 감고 섬세하게 바르는 방법, 눈동자 주위에 정교하게 바르는 습관을 갖는 것이 도움이 될 수 있어. 파우더를 덧바르는 것도 도움 될 수 있고, 자극성이 적은 제품 선택도 중요한 포인트야."
스위스 호수의 에메랄드 물빛 색상이 어떻게 형성되는 건가요?,"스위스 호수의 에메랄드 빛 색상은 호수의 얕은 부분에 있는 석회암 미립자로 인해 생기는데, 이들이 파란 빛만 반사하고 다른 색상은 흡수하기 때문입니다. 물 위로 떨어지기도 하지만 바람이나 비로 섞일 수 있어 색이 변할 수 있습니다."
SSD 외장하드에 저장한 사진의 수명이 제한적일까요?,"SSD 외장하드는 데이터를 전하는 방식으로 저장하며, 일정 기간이 지나면 데이터 손상 위험이 있습니다. 따라서 중요한 데이터의 경우 외장형 하드 디스크나 클라우드에 안전하게 백업하는 것이 추천됩니다."
손톱은 어디서부터 자라나나요?,"손톱은 손톱뿌리에서 시작하여 손가락 끝까지 자랍니다. 엄지손가락이 성장이 느리고, 가운데 손가락이 가장 빠르게 자랍니다. 단백질 섭취가 손톱 건강에 중요하며, 색상과 모양은 건강 상태를 반영합니다."
소가 풀만 먹는데 왜 지방이 있는 걸까요?,"소는 풀을 먹으면 체내에서 지방으로 변환됩니다. 이는 소가 섬유소를 분해하여 지방을 만들기 때문인데, 이런 섬유소가 체내에서 지방으로 저장되는 과정으로 이어지죠. 이러한 이유로 소는 풀만 먹어도 지방을 가질 수 있습니다."
3D 프린터로 음식물과 인체 장기를 만들 때 사용되는 소재와 작동 원리는 무엇인가요?,"음식물을 만들 때는 초콜릿, 핫 케이크, 젤리 등을 튜브에 넣어 3D 디자인을 출력합니다. 인체 장기를 만들 때는 바이오 잉크를 사용하여 세포와 조직을 출력합니다. Extruder에 소재를 넣고 프린터를 작동시켜 목표한 형태를 만들 수 있습니다."
IP 주소로 외국과 국내에서 접속 여부를 확인하는 방법이 있을까요?,"Whois 서비스를 이용하면 IP주소의 국가를 확인할 수 있고, Visual route 프로그램을 활용하면 ping을 통해 위치 정보를 지도에 표시해줍니다. 하지만 이 정보들은 정확하지 않을 수도 있고, 도용된 IP 주소의 경우 원래 국가 정보와 다를 수 있습니다. 따라서 외국 또는 국내 접속 여부를 100% 신뢰할 수 없습니다."
페르소나 배우란 무엇인가요? 흔히 이용되는 감독-배우 조합에 대해서 알려주세요.,"'페르소나 배우'는 감독과 자주 협업하는 배우를 가리키며, 배우의 캐릭터에 감독의 인상이 반영되는 현상을 의미합니다. 예를 들어 마틴 스코세이지 - 로버트 드니로, 레오나르도 디카프리오 - 마틴 스코세이지, 우디 앨런 - 다이앤 키튼 등이 있습니다."
노트북과 TV를 HDMI로 연결하는 방법 알려줄래?,"노트북과 TV에 HDMI 케이블로 연결한 후, TV 입력 신호를 변경하고 노트북에서 화면 모드를 설정하면 TV화면으로 연결 가능하다. 이 방법으로 영화나 게임을 노트북보다 더 큰 화면으로 즐길 수 있어."
뱀은 뼈가 있는 동물인가요?,"네, 뱀에도 뼈가 있어요. 뱀은 척추동물로서 꼬리뼈, 갈비뼈, 척추뼈, 두개골, 턱뼈 등이 있어요. 척추뼈 수가 많고 짧아서 몸이 유연하게 움직일 수 있어요. 이 뼈 구조는 뱀이 큰 동물을 먹을 때도 도움을 주죠."
워웜홀을 통한 시간여행은 가능할까?,"어쌔신 몰데르(각신), 웜홀은 중력에 의해 시공간이 구부러져 시간이 느리게 흐르는데, 이론적으로 웜홀을 통해 공간을 빠르게 이동은 가능하지만 시간여행은 불가능해. 웜홀을 통해 경험하는 시간 차이는 자신의 미래로 이동하는 건 아니라 지구의 미래로 이동하는 것이라서 시간여행으로 보기 어렵다고해."
코털을 제거해도 괜찮을까요?,코털은 호흡기로 들어오는 먼지나 세균을 막아주는 역할을 하므로 제거하는 것은 좋지 않습니다. 코털을 뽑으면 염증이 생겨 불상사가 발생할 수도 있으니 깎는 것이 좋습니다. 자칫 감염될 수도 있으니 조심하세요.
영종도는 왜 세 개의 섬으로 나뉘어있을까?,과거에는 여러 개의 섬과 간석지가 있었지만 1991년 간척공사를 통해 섬들을 합쳤어. 지금의 영종도는 섬이 세 개가 아니라 하나로 합쳐진 형태야.
드라이아이스와 물이 만나면 왜 기체로 변하게 되나요?,"드라이아이스는 이미 대기 중에서 기체인 이산화탄소로 만들어진 물질이라서 빠르게 승화합니다. 물과 만나면 물분자가 드라이아이스로 열에너지를 빨리 전달하고, 높은 밀도로 인해 더 빠른 승화가 일어나요."
헬리콥터나 드론의 프로펠러 작동 원리가 어떻게 되나요? 어떤 장점을 가지고 있나요?,"프로펠러가 여러 개인 항공기의 경우 일부는 시계방향, 일부는 반시계방향으로 회전해 상쇄 효과를 냅니다. 이런 구조는 반토크 현상을 상쇄시키고 안정성을 높여 안정적인 비행을 가능케 합니다."
"융단폭격이 무슨 뜻이고, 한자와 영어로는 무엇인가요?","융단폭격은 대량 폭격을 의미하며, '융단'은 양탄자를 뜻합니다. 한자로는 '絨緞', 영어로는 'carpet' 또는 'rug'로 번역됩니다."
왜 참새는 한발로 뛰지 않을까요?,참새는 몸이 불안정하고 넘어질 위험이 있기 때문에 Y자로 된 발모양으로 걸음으로 다닙니다.앞발가락이 3개 뒷발가락이 1개로 몸이 앞으로 쏠려있어 안정성이 떨어지기 때문이죠.
누가 캔뚜껑을 발명했을까? 캔통조림이 처음에는 어떻게 열었을까?,"1810년 피터 듀란드가 캔용기를 발명. 당시 캔뚜껑 없어서 나이프, 아이들로 여는 방법 사용. 1858년 로버트 윌슨이 딱딱한 캔뚜껑을 발명하면서 현재 모양으로 발전됨."
동양의 용과 서양의 용 차이는 뭘까?,"서양 용은 도마뱀과 비늘, 날개, 뿔 등의 특징이 강조되고, 중국 용보다 오래된 수메르 시대로 볼 수 있어. 반면 동양 용은 능력과 권능을 상징하며, 날개 없이도 비바람을 다루는 전능한 존재로 보여져. 예를들면, 청룡이 하늘의 별자리로 민족을 수호하는 등 동양에서는 용이 특별한 의미를 지니고 있어."
레몬에이드와 레모네이드 중 어떤 표현이 옳은가?,"'레몬에이드'와 '레모네이드' 중 '레모네이드'가 현재의 표준 표기법이다. 외래어 표기법은 각 구성 단어의 독립적인 표기에 따라 결정되지만, 'lemonade'는 단순히 하나의 단어로 받아들여져 이미 확립된 관용어로서 '레모네이드'로 사용되고 있다."
Universe와 Space의 차이가 뭔지 알려줄래?,"Universe는 우주를 보다 추상적으로 표현하며, 한 개의 전체적인 세계를 나타내는 개념이야. Space는 보다 구체적으로 특정한 장소나 물체를 가리키는데 사용돼. 예를 들어서 spacecraft, spaceship과 ISS(International Space Station) 같은 용어들이 있어."
"포화 지방산과 불포화 지방산의 차이가 무엇이고, 트랜스 지방은 왜 다른 불포화 지방과는 다른 대접을 받는 걸까요?","포화 지방산은 고체 상태이며 건강에 해로운 반면, 불포화 지방산은 액체 상태로 건강에 좋습니다. 트랜스 지방은 안정화시키면서 포화 지방과 유사한 영향을 미치기 때문에 심혈관 질환을 유발할 수 있어 불포화 지방과 다르게 다루어집니다. 과도한 섭취는 불포화 지방산도 건강에 해로울 수 있습니다."
세계에서 가장 많은 혈액형 종류와 비율은 무엇인가요? 그리고 Rh 양성의 분포는 어떻게 되나요?,"O형이 가장 많아서 63%를 차지하며, A형은 21%, B형은 16%입니다. Rh 양성은 지역에 따라 다르지만, 인디언과 호주원주민은 99-100%, 극동아시아는 93-99%, 바스크족은 65% 정도입니다."
볼링공은 왜 휘는 거죠?,"볼링공은 회전과 마찰력에 의해 휘어지는 성질이 있어요. 회전과 마찰이 만나면 공이 휘어져서 곡선을 그리게 돼요. 초보자가 공을 굴릴 때 회전을 가하는 경우도 있지만, 이는 일반적인 휘어짐과는 다른 현상이에요."
보온병이 원기둥 모양인 이유가 무엇인가요?,"보온병은 액체를 효율적으로 보관하기 위해 최적의 모양이 필요한데, 넓이가 같을 때 원의 둘레가 가장 짧기 때문에 원기둥 모양이 가장 적합합니다. 이 모양은 열손실을 최소화하고 보관이 용이하기 때문에 선호됩니다."
왜 피아노 건반은 하얀색과 검은색일까요?,"초기에는 흑과 백이 정반대였지만, 19세기에 피아노 건반의 형태가 현재의 모습으로 정착했습니다. 검은색이 축소되어 보이고 흰색이 눈에 띄기 때문에 이 모습으로 변화된 것으로 보입니다. 초기에는 상아와 흑단으로 만들어졌지만 동물 보호 차원으로 대체 재료가 바뀌었습니다."
혹시 독극물로 즉각적으로 사망시키는 것처럼 강력한 독은 실제로 존재할까요?,"서로 다른 독의 독성과 중독 가능 양에 따라 다르지만, 복어 독과 신경독인 피어스 스네이크 독 등이 매우 강력하며 사망을 초래할 수 있지만, 영화에서처럼 바늘에 독을 찌르는 정도로 즉각적인 사망을 일으키는 독극물은 거의 없다고 알려져 있습니다."
영화나 드라마에서 많이 보는 동공 확인하는 죽음 확인 방법은 실제로 가능한 건가요?,"사람이 사망했는지 확인하는 방법은 다양하지만 동공을 보는 것은 그 중 하나일 뿐입니다. 동공의 크기, 대광반사 등은 변화할 수 있지만 전문가가 아닌 이상 신뢰하기 어렵고 잘못된 판단으로 이어질 수 있습니다. 적절한 의료진의 도움이 필요하며, 응급상황 시에는 빠른 조치가 필요합니다."
냅킨 사용법 알려줘,"냅킨은 무릎 위에 올리는 것이 기본이고, 배나 비행기 안에서는 목에 걸 수 있어. 단추 구멍이나 셔츠 속으로 사용하면 예의에 어긋나는 행동이야. 냅킨으로 입과 핑거 보울 닦기가 좋고, 다른 물건이나 먼지 닦는 건 피하는 게 매너야.식사 후엔 냅킨을 의자 위에 놓고, 자리를 떠날 때는 자연스럽게 냅킨을 의자 위에 두는 게 좋아."
분수를 영어로 읽는 방법을 궁금해!,"보통 분수를 읽을 때는 분자와 분모를 각각 올바르게 읽는 것이 중요해. 예를들어 1/2를 ""a half"" 또는 ""one half"", 2/3을 ""two thirds""로 읽어. ""over""를 사용해 ""two over three""와 같이 읽을 수 있고, (x+y)/z를 ""(x plus y) over z""와 같이 읽기도 해."
마라탕이 어떤 음식인가요?,"중국의 쓰촨 러산 지역에서 유래한 마라탕은 훠궈와 비슷한 종류의 음식으로, 고추와 산초를 사용해 매운 맛을 낸다. 꼬치를 육수에 담거나, 다양한 재료를 한꺼번에 조리하는 방법이 있다. 한국의 떡볶이나 순대국과 같이 자신이 원하는 재료를 골라 먹는 재미가 있다고 해."
왜 중국 황제의 초상화가 비슷하게 생겼을까요? 화공이 같은 사람일까요?,중국 황제의 초상화는 예법과 관습에 따라 비슷하게 그려지는 것이 일반적입니다. 예법에 따라 선례를 따라가며 그리기 때문에 황제의 모습이 유사한 현상이 나타납니다. 이는 중국의 전통적인 예례와 유교적인 예법 때문일 것으로 생각됩니다. 다양한 황제이지만 예법과 관습에 따라 비슷한 모습으로 그려진 것이라고 설명할 수 있습니다.
오브제란 무엇인가요?,"오브제란 미술 작품에 사용되는 생활 용품이나 물체를 본래 용도에서 벗어나 새로운 의미로 활용하는 것을 말합니다. 작품 속에서 보다 생생하고 감정을 전달하기 위해 사용되며, 돌, 나무 조각, 차바퀴 등이 활용될 수 있습니다."
태양이 질 때 왜 색깔이 다른 거지?,"태양이 질 때 색깔이 다른 이유는 지구의 대기에 의해 산란되는 빛 때문이야. 파란색과 보라색이 빛은 산란이 빠르게 일어나서 하늘이 파란색으로 보이고, 아침이나 저녁에는 빨간색 빛이 더 잘 통과해서 붉은 노을을 만들어내는 거지."
"기름통에 있는 ""X""자의 의미가 무엇일까요?","""X""자는 기름통의 안정성과 안전을 위해 있는데, 첫째로 기름이 특정 부분에 몰리지 않도록 형태를 지켜주고, 둘째로 화재 예방을 위해 주의를 환기하고 인화성 물질임을 알립니다. 또한, 변형이 일어나면 압력을 감소시켜 안전을 도모합니다.특히 군용 연료통에서 가장 많이 볼 수 있으며, 울렁거림방지와 강성 보완 목적으로 ""X""자 모양을 가집니다."
태양이 어떻게 영원히 연소되는지 설명해줄래?,"태양은 수소를 헬륨으로 변환하는 핵융합 반응을 계속하며, 그 양이 어마어마하지만 태양은 매우 큰 질량을 가지고 있어 영원히 빛을 발할 수 있습니다."
출자총액제한제도가 뭐야?,"출총제는 거대 기업들의 독점을 막기 위해 회사간 출자를 제한하는 제도야. 이제 폐지 여부가 논의되고 있는데, 기업들이 과도한 확장으로 경제 독점을 막고 국가 경제를 보호하는 취지로 만들어졌어. 하지만 사업 확장 기회를 제한하고 다양한 창업을 방해하는 부정적 평가도 받고 있어."
한국에서 싼 땅과 비싼 땅 가격 차이는?,"2021년 6월 기준, 한국에서 가장 비싼 땅은 서울 중구 명동에 위치한 우리은행 터(1㎡당 3,330만원), 가장 싼 땅은 경북 봉화군 상운면 신라리(1㎡당 36원). 따라서 가장 싼 땅과 비싼 땅의 가격 차이는 1㎡당 3,329,964배이다."
남편이 음주운전으로 면허 취소와 벌금을 받았어. 벌금 기준이 어떻게 되나요?,"음주 농도에 따라 음주운전자에게 부과되는 벌금이 다르고, 사고 여부와 상관없이 단속 시 처벌됨. 예를들어 0.05% - 0.10%는 100만원, 0.11% - 0.15%는 150만원..최대 0.35%까지는 300만원 벌금 부과. 면허 정지시 50만원, 구속 대상시 최대 300만원 벌금과 면허 취소시 약 150만원의 추가 비용 소요. 3년간 자동차 보험료할증으로 연평균 20만원 추가 부담."
제습기 사용 시간은 어떻게 해야 할까요?,"제습기는 적정 습도를 유지하는 것이 중요합니다. 우리나라 여름의 적정 습도는 40-60%이며, 58%가 적정합니다. 적정 습도가 맞춰지면 제습기를 끄는 것이 좋습니다. 빨래를 말리거나 침실을 건조하게 할 때는 사람이 없는 시간에 사용하는 것이 좋고, 외출 전에 가동하고 돌아오면 냉방기로 온도와 습도를 조절하세요. 최근 출시된 인버터 제습기는 적정 습도가 되면 운행을 조절하고 와이파이로 원격 조절도 가능합니다."
울릉도가 눈이 많이 내리는 이유가 뭔가요?,"울릉도는 강수량이 많은 곳이라서 눈도 자주 내립니다. 북쪽 대륙의 차가운 바람이 따뜻한 동해 바다에서 생성되는 해양성 기후와 만나 눈을 많이 내리게 되죠. 특히 나리분지와 알봉분지 같은 높은 봉우리 지역은 강설현상이 심해요. 눈이 자주 내릴 뿐 아니라 강한 바람에 조심해야 해요. 내 경험상, 눈이 많이 내려서 마을 주민들이 눈길을 만들었던 기억이 나네요."
